Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,MasVnrArea,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,SaleCondition,SalePrice
153,60,RL,NA,14803,Pave,IR1,Lvl,AllPub,NWAmes,Norm,Norm,1Fam,2Story,6,5,1971,1971,Gable,252,416,Unf,0,409,825,Normal,190000
154,20,RL,NA,13500,Pave,Reg,Lvl,AllPub,ClearCr,Norm,Norm,1Fam,1Story,6,7,1960,1975,Flat,0,429,ALQ,1080,93,1602,Normal,235000
155,30,RM,84,11340,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,1Fam,1Story,6,5,1923,1950,Gable,0,0,Unf,0,1200,1200,Family,125000
156,50,RL,60,9600,Pave,Reg,Lvl,AllPub,Edwards,Artery,Norm,1Fam,1.5Fin,6,5,1924,1950,Gable,0,0,Unf,0,572,572,Normal,79000
157,20,RL,60,7200,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Hip,0,0,NA,0,0,0,Normal,109500
158,60,RL,92,12003,Pave,Reg,Lvl,AllPub,Timber,Norm,Norm,1Fam,2Story,8,5,2009,2010,Gable,84,0,Unf,0,774,774,Partial,269500
159,60,FV,100,12552,Pave,Reg,Lvl,AllPub,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,0,222,Unf,0,769,991,Normal,254900
160,60,RL,134,19378,Pave,IR1,HLS,AllPub,Gilbert,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,456,57,Unf,0,1335,1392,Partial,320000
161,20,RL,NA,11120,Pave,IR1,Lvl,AllPub,Veenker,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,0,660,Unf,0,572,1232,Normal,162500
162,60,RL,110,13688,Pave,IR1,Lvl,AllPub,NridgHt,Norm,Norm,1Fam,2Story,9,5,2003,2004,Gable,664,1016,Unf,0,556,1572,Normal,412500
163,20,RL,95,12182,Pave,Reg,Lvl,AllPub,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,226,1201,Unf,0,340,1541,Partial,220000
164,45,RL,55,5500,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,1956,1956,Gable,0,0,Unf,0,882,882,Normal,103200
165,40,RM,40,5400,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,1Fam,1Story,6,7,1926,2004,Gable,0,370,Unf,0,779,1149,Normal,152000
166,190,RL,62,10106,Pave,Reg,Lvl,AllPub,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,1940,1999,Gable,0,351,Rec,181,112,644,Normal,127500
167,20,RL,NA,10708,Pave,IR1,Lvl,AllPub,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,1993,Hip,0,379,BLQ,768,470,1617,Normal,190000
168,60,RL,86,10562,Pave,Reg,Lvl,AllPub,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,300,1288,Unf,0,294,1582,Partial,325624
169,60,RL,62,8244,Pave,IR1,Lvl,AllPub,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,0,0,Unf,0,840,840,Normal,183500
170,20,RL,NA,16669,Pave,IR1,Lvl,AllPub,Timber,Norm,Norm,1Fam,1Story,8,6,1981,1981,Hip,653,0,Unf,0,1686,1686,Normal,228000
171,50,RM,NA,12358,Pave,IR1,Lvl,AllPub,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,0,360,Unf,0,360,720,Normal,128500
172,20,RL,141,31770,Pave,IR1,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,112,639,Unf,0,441,1080,Normal,215000
173,160,RL,44,5306,Pave,IR1,Lvl,AllPub,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,1987,Gable,0,495,Rec,215,354,1064,Normal,239000
174,20,RL,80,10197,Pave,IR1,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,5,1961,1961,Gable,491,288,Rec,374,700,1362,Normal,163000
175,20,RL,47,12416,Pave,IR1,Lvl,AllPub,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,132,1398,LwQ,208,0,1606,Normal,184000
176,20,RL,84,12615,Pave,Reg,Lvl,AllPub,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,2001,Gable,0,477,Unf,0,725,1202,Normal,243000
177,60,RL,97,10029,Pave,IR1,Lvl,AllPub,ClearCr,Norm,Norm,1Fam,2Story,6,5,1988,1989,Gable,268,831,Unf,0,320,1151,Normal,211000
178,50,RL,NA,13650,Pave,Reg,Lvl,AllPub,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,0,57,BLQ,441,554,1052,Normal,172500
179,20,RL,63,17423,Pave,IR1,Lvl,AllPub,StoneBr,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,748,1904,Unf,0,312,2216,Partial,501837
180,30,RM,60,8520,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,1Fam,1Story,5,6,1923,2006,Gable,0,0,Unf,0,968,968,Normal,100000
181,160,FV,NA,2117,Pave,Reg,Lvl,AllPub,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,456,436,Unf,0,320,756,Normal,177000
182,70,RL,54,7588,Pave,Reg,Lvl,AllPub,Crawfor,Norm,Norm,1Fam,2Story,7,6,1920,1950,Gable,0,352,Unf,0,441,793,Normal,200100
183,20,RL,60,9060,Pave,Reg,Lvl,AllPub,Edwards,Artery,Norm,1Fam,1Story,5,6,1957,2006,Hip,98,0,NA,0,0,0,Normal,120000
184,50,RM,63,11426,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,0,0,Unf,0,1362,1362,Normal,200000
185,50,RL,92,7438,Pave,IR1,Lvl,AllPub,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5,8,1908,1991,Gable,0,0,Unf,0,504,504,Normal,127000
186,75,RM,90,22950,Pave,IR2,Lvl,AllPub,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,1892,1993,Gable,0,0,Unf,0,1107,1107,Normal,475000
187,80,RL,NA,9947,Pave,IR1,Lvl,AllPub,Mitchel,Norm,Norm,1Fam,SLvl,7,5,1990,1991,Gable,0,611,Unf,0,577,1188,Normal,173000
188,50,RL,60,10410,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1916,1987,Gable,0,0,Unf,0,660,660,Normal,135000
189,90,RL,64,7018,Pave,Reg,Bnk,AllPub,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,275,1086,Unf,0,0,1086,Alloca,153337
190,120,RL,41,4923,Pave,Reg,Lvl,AllPub,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2002,Gable,0,1153,Unf,0,440,1593,Normal,286000
191,70,RL,70,10570,Pave,Reg,Bnk,AllPub,Crawfor,Norm,Norm,1Fam,2Story,8,8,1932,1994,Hip,0,297,Unf,0,556,853,Normal,315000
192,60,RL,NA,7472,Pave,IR1,Lvl,AllPub,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,2004,Gable,138,626,Unf,0,99,725,Normal,184000
193,20,RL,68,9017,Pave,IR1,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,0,560,Unf,0,871,1431,Normal,192000
194,160,RM,24,2522,Pave,Reg,Lvl,AllPub,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,50,0,Unf,0,970,970,Normal,130000
195,20,RL,60,7180,Pave,IR1,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,0,390,Unf,0,474,864,Normal,127000
196,160,RL,24,2280,Pave,Reg,Lvl,AllPub,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1976,1976,Gable,0,566,Unf,0,289,855,Normal,148500
197,20,RL,79,9416,Pave,Reg,Lvl,AllPub,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2007,Hip,205,1126,Unf,0,600,1726,Partial,311872
198,75,RL,174,25419,Pave,Reg,Lvl,AllPub,NAmes,Artery,Norm,1Fam,2Story,8,4,1918,1990,Gable,0,1036,LwQ,184,140,1360,Abnorml,235000
199,75,RM,92,5520,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,1Fam,2.5Fin,6,6,1912,1950,Gable,0,0,Unf,0,755,755,Abnorml,104000
200,20,RL,76,9591,Pave,Reg,Lvl,AllPub,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,262,1088,Unf,0,625,1713,Normal,274900
201,20,RM,80,8546,Pave,Reg,Lvl,AllPub,Edwards,Norm,Norm,1Fam,1Story,4,5,2003,2004,Gable,0,0,Unf,0,1121,1121,Normal,140000
202,20,RL,75,10125,Pave,Reg,Lvl,AllPub,Mitchel,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,0,641,LwQ,279,276,1196,Normal,171500
203,50,RL,50,7000,Pave,Reg,Lvl,AllPub,OldTown,Artery,Norm,1Fam,1.5Fin,6,6,1924,1950,Gable,0,617,Unf,0,0,617,Normal,112000
204,120,RM,NA,4438,Pave,Reg,Lvl,AllPub,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,205,662,Unf,0,186,848,Normal,149000
205,50,RM,50,3500,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1947,1950,Gable,0,312,Unf,0,408,720,Normal,110000
206,20,RL,99,11851,Pave,Reg,Lvl,AllPub,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,0,0,Unf,0,1424,1424,Normal,180500
207,20,RL,40,13673,Pave,IR1,Lvl,AllPub,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1962,1962,Gable,0,0,Unf,0,1140,1140,Normal,143900
208,20,RL,NA,12493,Pave,IR1,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,4,5,1960,1960,Gable,0,419,Rec,306,375,1100,Normal,141000
209,60,RL,NA,14364,Pave,IR1,Low,AllPub,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1989,Gable,128,1065,Unf,0,92,1157,Normal,277000
210,20,RL,75,8250,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,7,1964,1964,Hip,260,787,Unf,0,305,1092,Normal,145000
211,30,RL,67,5604,Pave,Reg,Lvl,AllPub,Edwards,Norm,Norm,1Fam,1Story,5,6,1925,1950,Gable,0,468,Unf,0,396,864,Normal,98000
212,20,RL,83,10420,Pave,Reg,Lvl,AllPub,Edwards,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,0,36,Unf,0,1176,1212,Normal,186000
213,60,FV,72,8640,Pave,Reg,Lvl,AllPub,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,0,822,Unf,0,78,900,Partial,252678
214,20,RL,43,13568,Pave,IR2,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,1995,Gable,0,716,Unf,0,274,990,Normal,156000
215,60,RL,NA,10900,Pave,IR1,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,2Story,6,7,1977,1977,Gable,153,378,Unf,0,311,689,Normal,161750
216,20,RL,72,10011,Pave,IR1,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1996,Gable,64,360,Unf,0,710,1070,Normal,134450
217,20,RL,65,8450,Pave,Reg,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,266,946,Unf,0,490,1436,Normal,210000
218,70,RM,57,9906,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,1Fam,2Story,4,4,1925,1950,Gable,0,0,Unf,0,686,686,Family,107000
219,50,RL,NA,15660,Pave,IR1,Lvl,AllPub,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,312,341,Unf,0,457,798,Normal,311500
220,120,RL,43,3010,Pave,Reg,Lvl,AllPub,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,16,16,Unf,0,1232,1248,Partial,167240
221,20,RL,73,8990,Pave,IR1,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,0,0,Unf,0,1498,1498,Partial,204900
222,60,RL,NA,8068,Pave,IR1,Lvl,AllPub,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,0,0,Unf,0,1010,1010,Normal,200000
223,60,RL,85,11475,Pave,Reg,Lvl,AllPub,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975,1975,Gable,0,550,Unf,0,163,713,Normal,179900
224,20,RL,70,10500,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,0,524,LwQ,180,160,864,Abnorml,97000
225,20,RL,103,13472,Pave,Reg,Lvl,AllPub,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,922,56,Unf,0,2336,2392,Normal,386250
226,160,RM,21,1680,Pave,Reg,Lvl,AllPub,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,1971,Gable,142,0,Unf,0,630,630,Abnorml,112000
227,60,RL,82,9950,Pave,IR1,Lvl,AllPub,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1995,Gable,290,565,Unf,0,638,1203,Abnorml,290000
228,160,RM,21,1869,Pave,Reg,Lvl,AllPub,BrDale,Norm,Norm,Twnhs,2Story,6,6,1970,1970,Gable,127,321,Unf,0,162,483,Normal,106000
229,20,RL,70,8521,Pave,Reg,Lvl,AllPub,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,0,842,Unf,0,70,912,Normal,125000
230,120,RL,43,3182,Pave,Reg,Lvl,AllPub,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,16,16,Unf,0,1357,1373,Normal,192500
231,20,RL,73,8760,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,220,0,Unf,0,1194,1194,Normal,148000
232,60,RL,174,15138,Pave,IR1,Lvl,AllPub,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,506,689,Unf,0,773,1462,Normal,403000
233,160,RM,21,1680,Pave,Reg,Lvl,AllPub,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,297,0,Unf,0,483,483,Normal,94500
234,20,RL,75,10650,Pave,Reg,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,0,182,ALQ,712,0,894,Normal,128200
235,60,RL,NA,7851,Pave,Reg,Lvl,AllPub,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,NA,625,Unf,0,235,860,Normal,216500
236,160,RM,21,1680,Pave,Reg,Lvl,AllPub,BrDale,Norm,Norm,TwnhsE,2Story,6,3,1971,1971,Gable,604,358,Unf,0,125,483,Normal,89500
237,20,RL,65,8773,Pave,Reg,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,98,24,Unf,0,1390,1414,Normal,185500
238,60,RL,NA,9453,Pave,IR1,Lvl,AllPub,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,0,402,Unf,0,594,996,Normal,194500
239,20,RL,93,12030,Pave,Reg,Lvl,AllPub,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,254,0,Unf,0,1694,1694,Partial,318000
240,50,RL,52,8741,Pave,Reg,Lvl,AllPub,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1945,1950,Gable,0,94,Unf,0,641,735,Normal,113000
241,20,FV,75,9000,Pave,Reg,Lvl,AllPub,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,36,1078,Unf,0,488,1566,Normal,262500
242,30,RM,40,3880,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,1Fam,1Story,5,9,1945,1997,Gable,0,329,Unf,0,357,686,Normal,110500
243,50,RM,63,5000,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1900,1950,Gable,0,0,Unf,0,540,540,Normal,79000
244,160,RL,75,10762,Pave,Reg,Lvl,AllPub,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,0,0,Unf,0,626,626,Normal,120000
245,60,RL,NA,8880,Pave,IR1,Lvl,AllPub,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,0,695,Unf,0,253,948,Normal,205000
246,20,RL,80,10400,Pave,Reg,Lvl,AllPub,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,1988,Gable,102,929,Unf,0,916,1845,Normal,241500
247,190,RM,69,9142,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,2fmCon,2Story,6,8,1910,1950,Gable,0,0,Unf,0,1020,1020,Normal,137000
248,20,RL,75,11310,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,1954,Hip,0,0,Unf,0,1367,1367,Normal,140000
249,60,RL,72,11317,Pave,Reg,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,101,0,Unf,0,840,840,Normal,180000
250,50,RL,NA,159000,Pave,IR2,Low,AllPub,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,472,697,Unf,0,747,1444,Normal,277000
251,30,RL,55,5350,Pave,IR1,Lvl,AllPub,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,0,0,Unf,0,728,728,Normal,76500
252,120,RM,44,4750,Pave,IR1,HLS,AllPub,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,481,1573,Unf,0,0,1573,Family,235000
253,60,RL,65,8366,Pave,IR1,Lvl,AllPub,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,0,0,Unf,0,798,798,Normal,173000
254,80,RL,85,9350,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,SLvl,6,7,1964,1991,Hip,108,270,ALQ,580,452,1302,Normal,158000
255,20,RL,70,8400,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1957,Gable,0,922,Unf,0,392,1314,Normal,145000
256,60,RL,66,8738,Pave,IR1,Lvl,AllPub,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,302,0,Unf,0,975,975,Normal,230000
257,60,FV,64,8791,Pave,IR1,Lvl,AllPub,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,0,503,Unf,0,361,864,Normal,207500
258,20,RL,68,8814,Pave,Reg,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,180,1334,Unf,0,270,1604,Abnorml,220000
259,60,RL,80,12435,Pave,Reg,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,172,361,Unf,0,602,963,Normal,231500
260,20,RM,70,12702,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,0,0,NA,0,0,0,Normal,97000
261,80,RL,120,19296,Pave,Reg,Lvl,AllPub,NAmes,Artery,Norm,1Fam,SLvl,6,5,1962,1962,Gable,399,672,ALQ,690,0,1362,Normal,176000
262,60,RL,69,9588,Pave,IR1,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,270,0,Unf,0,1482,1482,Partial,276000
263,80,RL,88,8471,Pave,IR1,Lvl,AllPub,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1977,1995,Gable,46,506,Unf,0,0,506,Normal,151000
264,50,RM,50,5500,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1929,2001,Gable,0,234,ALQ,692,0,926,Normal,130000
265,30,RM,30,5232,Pave,IR3,Bnk,AllPub,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,Gable,0,0,Unf,0,680,680,Normal,73000
266,20,RL,78,12090,Pave,IR1,Lvl,AllPub,NWAmes,Norm,Norm,1Fam,1Story,6,6,1981,1981,Gable,210,588,LwQ,228,606,1422,Normal,175500
267,60,RL,70,11207,Pave,IR1,HLS,AllPub,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,0,714,Unf,0,88,802,Normal,185000
268,75,RL,60,8400,Pave,Reg,Bnk,AllPub,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1939,1997,Gable,0,378,Unf,0,342,720,Normal,179500
269,30,RM,71,6900,Pave,Reg,Lvl,AllPub,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,0,403,Rec,125,212,740,Normal,120500
270,20,RL,NA,7917,Pave,IR1,Lvl,AllPub,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,Hip,174,751,Unf,0,392,1143,Normal,148000
271,60,FV,84,10728,Pave,Reg,Lvl,AllPub,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,0,0,Unf,0,1095,1095,Partial,266000
272,20,RL,73,39104,Pave,IR1,Low,AllPub,ClearCr,Norm,Norm,1Fam,1Story,7,7,1954,2005,Flat,0,226,GLQ,1063,96,1385,Normal,241500
273,60,RL,92,11764,Pave,IR1,Lvl,AllPub,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,348,524,Unf,0,628,1152,Normal,290000
274,20,RL,80,9600,Pave,Reg,Lvl,AllPub,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1988,Hip,183,620,LwQ,620,0,1240,Normal,139000
275,20,RL,76,8314,Pave,Reg,Lvl,AllPub,Mitchel,Norm,Norm,1Fam,1Story,5,7,1982,1982,Gable,0,546,Unf,0,270,816,Normal,124500
276,50,RL,55,7264,Pave,Reg,Lvl,AllPub,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,0,0,Unf,0,952,952,Normal,205000
277,20,RL,129,9196,Pave,IR1,Lvl,AllPub,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,0,0,Unf,0,1560,1560,Normal,201000
278,20,RL,140,19138,Pave,Reg,Lvl,AllPub,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,0,120,Unf,0,744,864,Normal,141000
279,20,RL,107,14450,Pave,Reg,Lvl,AllPub,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Gable,315,0,Unf,0,2121,2121,Partial,415298
280,60,RL,83,10005,Pave,Reg,Lvl,AllPub,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,1977,Hip,299,392,Unf,0,768,1160,Normal,192000
281,60,RL,82,11287,Pave,Reg,Lvl,AllPub,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,1989,Gable,340,421,Unf,0,386,807,Normal,228500
282,20,FV,60,7200,Pave,Reg,Lvl,AllPub,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,68,905,Unf,0,357,1262,Partial,185000
283,120,RL,34,5063,Pave,Reg,Lvl,AllPub,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,166,904,Unf,0,410,1314,Normal,207500
284,20,RL,74,9612,Pave,Reg,Lvl,AllPub,Somerst,Feedr,Norm,1Fam,1Story,8,5,2008,2009,Gable,72,0,Unf,0,1468,1468,Partial,244600
285,120,RL,50,8012,Pave,Reg,Lvl,AllPub,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,0,430,Unf,0,1145,1575,Normal,179200
286,160,FV,35,4251,Pave,IR1,Lvl,AllPub,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,0,0,Unf,0,625,625,Partial,164700
287,50,RL,77,9786,Pave,IR1,Bnk,AllPub,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1962,1981,Gable,0,600,Unf,0,312,912,Normal,159000
288,20,RL,NA,8125,Pave,IR1,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,0,614,Unf,0,244,858,Normal,88000
289,20,RL,NA,9819,Pave,IR1,Lvl,AllPub,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,31,450,Unf,0,432,882,Normal,122000
290,70,RL,60,8730,Pave,Reg,Lvl,AllPub,BrkSide,RRAn,Norm,1Fam,2Story,6,7,1915,2003,Gable,0,0,Unf,0,698,698,Normal,153575
291,60,RL,120,15611,Pave,Reg,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,0,0,Unf,0,1079,1079,Partial,233230
292,190,RL,55,5687,Pave,Reg,Bnk,AllPub,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912,2000,Gable,0,210,Unf,0,570,780,Normal,135900
293,50,RL,60,11409,Pave,Reg,Lvl,AllPub,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,0,292,Unf,0,476,768,Normal,131000
294,60,RL,NA,16659,Pave,IR1,Lvl,AllPub,NWAmes,PosA,Norm,1Fam,2Story,7,7,1977,1994,Gable,34,795,Unf,0,0,795,Normal,235000
295,20,RL,80,9600,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,238,1285,Unf,0,131,1416,Normal,167000
296,80,RL,37,7937,Pave,IR1,Lvl,AllPub,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1984,1984,Gable,0,819,Unf,0,184,1003,Normal,142500
297,50,RM,75,13710,Pave,Reg,Lvl,AllPub,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,0,420,Unf,0,490,910,Normal,152000
298,60,FV,66,7399,Pave,IR1,Lvl,AllPub,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,1600,649,Unf,0,326,975,Normal,239000
299,60,RL,90,11700,Pave,Reg,Lvl,AllPub,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Mansard,365,384,Rec,175,143,702,Normal,175000
300,20,RL,80,14000,Pave,Reg,Lvl,AllPub,Crawfor,Norm,Norm,1Fam,1Story,6,8,1950,2004,Gable,0,0,Unf,0,1092,1092,Family,158500
301,190,RL,90,15750,Pave,Reg,Lvl,AllPub,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,56,841,Unf,0,324,1165,Normal,157000
302,60,RL,66,16226,Pave,IR3,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,0,281,Unf,0,747,1028,Normal,267000
303,20,RL,118,13704,Pave,IR1,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,150,0,Unf,0,1541,1541,Normal,205000
304,20,RL,70,9800,Pave,Reg,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,0,894,Unf,0,0,894,Abnorml,149900
305,75,RM,87,18386,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,0,0,Unf,0,1470,1470,Normal,295000
306,20,RL,80,10386,Pave,Reg,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,246,1464,Unf,0,536,2000,Normal,305900
